capture_id,trip_id,entity_id,selected,selected_entity_id,duplicate_count,decision
bart_live_20260911_161720,1965848,1965848,True,1965848,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965849,1965849,True,1965849,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965850,1965850,True,1965850,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965851,1965851,True,1965851,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,676,676,True,676,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,678,678,True,678,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,680,680,True,680,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,682,682,True,682,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,683,683,True,683,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,684,684,True,684,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,685,685,True,685,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,687,687,True,687,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,689,689,True,689,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,691,691,True,691,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965118,1965118,True,1965118,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965119,1965119,True,1965119,2,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965119,1965119,True,1965119,2,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965159,1965159,True,1965159,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965160,1965160,True,1965160,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965161,1965161,True,1965161,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965162,1965162,True,1965162,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965202,1965202,True,1965202,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965203,1965203,True,1965203,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965204,1965204,True,1965204,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965205,1965205,True,1965205,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965206,1965206,True,1965206,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965277,1965277,True,1965277,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965278,1965278,True,1965278,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965279,1965279,True,1965279,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965280,1965280,True,1965280,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965281,1965281,True,1965281,1,selected_newest_stable_tiebreak
